Wall time,Step,Value
1514665228.725905,4600,1.0528078079223633
1514669714.4411879,4700,1.0331451892852783
1514675908.5741339,4800,1.0115588903427124
1514680679.1950788,4900,0.9734281897544861
1514687043.794317,5000,0.9466447830200195
1514691988.664671,5100,1.0218186378479004
1514696636.5473287,5200,0.8954079151153564
1514701856.039288,5300,0.9181466102600098
1514705066.7196188,5400,0.8516221642494202
1514709193.656027,5500,0.8449786305427551
1514712252.8076186,5600,0.9590206742286682
1514715303.8235085,5700,0.885147750377655
1514719479.6250134,5800,0.9200575351715088
1514722614.1631474,5900,0.768015444278717
1514726816.552465,6000,0.8603443503379822
1514730026.732837,6100,0.8673854470252991
1514733229.0329833,6200,0.8786544799804688
1514737651.5305178,6300,0.961129367351532
1514741009.5148993,6400,0.9395794868469238
1514745447.7145767,6500,0.8729925751686096
1514748810.659868,6600,0.8055024147033691
1514753300.264832,6700,0.8509913682937622
1514756736.2563488,6800,0.8540915250778198
1514760159.7061136,6900,0.941065788269043
1514764830.7589653,7000,0.8127313256263733
1514768539.8045156,7100,0.8435735106468201
1514773440.186988,7200,0.8066571950912476
1514777103.4652581,7300,0.8314105868339539
1514780766.8713691,7400,0.8048551678657532
1514785678.345268,7500,0.8506070971488953
1514789380.3888795,7600,0.9252868890762329
1514794342.2359264,7700,0.7760038375854492
1514798124.2373009,7800,0.8023236393928528
1514801914.2259467,7900,0.8871890306472778
1514807008.222602,8000,0.876408576965332
1514810853.0676513,8100,0.8077056407928467
1514815995.8824658,8200,0.9029102921485901
1514819920.1929336,8300,0.9094481468200684
1514823842.2419033,8400,0.9020155668258667
1514829101.8596265,8500,0.8743780851364136
1514833043.8759518,8600,0.7860494256019592
1514838438.9074368,8700,0.9335135817527771
1514842528.0361378,8800,0.8438449501991272
1514848289.2568374,8900,0.841292142868042
1514852547.757125,9000,0.916648268699646
1514856813.6207423,9100,0.7780625820159912
1514862442.1524081,9200,0.7589899897575378
1514866720.8469765,9300,0.9990556836128235
