Wall time,Step,Value
1514309299.362735,100,0.08000417053699493
1514310720.3489976,200,0.05397327244281769
1514312132.1525342,300,0.07709674537181854
1514313565.8718228,400,0.052177704870700836
1514314981.1056695,500,0.06268328428268433
1514316402.8153827,600,0.06277918070554733
1514317836.891121,700,0.05975773185491562
1514319258.4426498,800,0.05802169442176819
1514320676.4078777,900,0.055051565170288086
1514322109.6999578,1000,0.040585681796073914
1514323524.0719178,1100,0.040096625685691833
1514324940.5711966,1200,0.040895551443099976
1514326365.5352955,1300,0.03723151609301567
1514327778.6616476,1400,0.04106462001800537
1514329201.779453,1500,0.03530872240662575
1514330638.3127515,1600,0.036182109266519547
1514332058.2158992,1700,0.03793048486113548
1514333475.625105,1800,0.031005237251520157
1514334904.9353096,1900,0.03303802013397217
1514336322.7210236,2000,0.028076685965061188
1514337742.6642349,2100,0.03241291269659996
1514339172.4976096,2200,0.02408393658697605
1514340593.974129,2300,0.03204500302672386
1514342020.2347326,2400,0.024249382317066193
1514343456.7209575,2500,0.03438497334718704
1514344872.7818427,2600,0.026757292449474335
1514346284.9060476,2700,0.023590967059135437
1514347722.153959,2800,0.02056667022407055
1514349142.354085,2900,0.02471413090825081
1514350561.8778899,3000,0.025807220488786697
1514351991.6414104,3100,0.026739079505205154
1514353410.2071836,3200,0.024230726063251495
1514354823.54809,3300,0.023450646549463272
1514356257.0781865,3400,0.025669710710644722
1514357679.9888418,3500,0.023922566324472427
1514359093.0975842,3600,0.020693831145763397
1514360522.1160955,3700,0.019971683621406555
1514361935.779255,3800,0.022545145824551582
1514363359.9662387,3900,0.01781202107667923
1514364797.8635633,4000,0.021538302302360535
1514366222.1707072,4100,0.019969310611486435
1514367645.1808324,4200,0.020065145567059517
1514369086.608628,4300,0.022375792264938354
1514370509.458131,4400,0.01819675788283348
1514371932.1422825,4500,0.015996761620044708
1514373352.7278788,4600,0.022603919729590416
1514374791.829842,4700,0.01965225487947464
1514376213.6681223,4800,0.020014386624097824
1514377636.4863875,4900,0.025609906762838364
1514379073.8963752,5000,0.019631585106253624
1514380493.1916208,5100,0.022146111354231834
1514381918.8773105,5200,0.01874956488609314
1514383360.9533775,5300,0.019055956974625587
1514384788.1847615,5400,0.017469104379415512
1514386210.8846576,5500,0.014973495155572891
1514387655.5483775,5600,0.01916571706533432
1514389083.7523303,5700,0.018329281359910965
1514390500.3804064,5800,0.0160995963960886
1514391944.882521,5900,0.018343010917305946
1514393364.7546928,6000,0.01771824061870575
1514394784.4361277,6100,0.015906522050499916
1514396226.2186284,6200,0.017183799296617508
1514397642.8525867,6300,0.01786794327199459
1514399066.4000063,6400,0.024078845977783203
1514400515.070184,6500,0.016640707850456238
1514401941.6861358,6600,0.014685176312923431
1514403368.4549246,6700,0.018776165321469307
1514404807.4584668,6800,0.01682158373296261
1514406238.4233077,6900,0.01653486117720604
1514407672.0899594,7000,0.013915909454226494
1514409114.5148935,7100,0.014703480526804924
1514410545.1864352,7200,0.016718022525310516
1514411968.2795386,7300,0.018668068572878838
1514413415.6386473,7400,0.013087086379528046
1514414837.8295743,7500,0.01323513500392437
1514416265.8670502,7600,0.013395318761467934
1514417709.455378,7700,0.017403528094291687
1514419138.6207058,7800,0.015581813640892506
1514420562.407096,7900,0.01767098903656006
1514422014.1656039,8000,0.016801655292510986
1514423444.8248525,8100,0.01426737941801548
1514424873.3571877,8200,0.01502159982919693
1514426318.253602,8300,0.015823448076844215
1514427755.3310587,8400,0.017716409638524055
1514429178.3980467,8500,0.016251254826784134
1514430629.0004563,8600,0.014558155089616776
