Wall time,Step,Value
1515244986.9067185,4400,1.57034170627594
1515246522.5900664,4500,1.5530140399932861
1515248064.5324721,4600,1.545681118965149
1515249641.6990652,4700,1.5203156471252441
1515251174.9907973,4800,1.5259093046188354
1515252716.787269,4900,1.517958402633667
1515254296.1985514,5000,1.5094703435897827
1515255835.855298,5100,1.4837945699691772
1515257366.7104487,5200,1.47703218460083
1515258940.4209132,5300,1.48491370677948
1515260474.9136746,5400,1.4718860387802124
1515262008.2616713,5500,1.4667677879333496
1515263588.3186564,5600,1.4628177881240845
1515265135.046517,5700,1.4129390716552734
1515266676.0631285,5800,1.4193758964538574
1515268255.2100983,5900,1.4124760627746582
1515269790.4448268,6000,1.4083950519561768
1515271336.0249643,6100,1.403469204902649
1515272928.1403437,6200,1.3788503408432007
1515274498.8564088,6300,1.3702510595321655
1515276068.5165298,6400,1.3550035953521729
1515277685.8800426,6500,1.3709518909454346
1515279273.2528858,6600,1.3474500179290771
1515280849.2631588,6700,1.3285492658615112
1515282476.3777487,6800,1.3266736268997192
1515284056.8333135,6900,1.085283875465393
1515285632.4721012,7000,1.3171014785766602
1515287260.1971405,7100,1.3023959398269653
1515288834.116931,7200,1.294906735420227
1515290408.660692,7300,1.2762612104415894
1515292027.278911,7400,1.2738755941390991
1515293608.4721458,7500,1.2727108001708984
1515295196.577144,7600,1.2605396509170532
1515296824.1330702,7700,1.2468438148498535
1515298402.3090289,7800,1.2270822525024414
1515299985.7974143,7900,1.2393872737884521
1515301605.4496317,8000,1.2307322025299072
1515303181.7435548,8100,1.2423440217971802
1515304779.2183821,8200,1.2045347690582275
1515306409.278543,8300,1.2090153694152832
1515307994.2614653,8400,1.1896291971206665
1515309581.129045,8500,1.1933495998382568
1515311215.3819742,8600,1.1676063537597656
