Wall time,Step,Value
1514832923.347625,8700,0.003120674518868327
1514834381.5181177,8800,0.005585085600614548
1514835839.2769513,8900,0.0028544794768095016
1514837328.7304263,9000,0.0033844164572656155
1514838786.1748254,9100,0.0023948075249791145
1514840242.3481677,9200,0.0035408330149948597
1514841738.727846,9300,0.0027772572357207537
1514843201.140003,9400,0.004145632032305002
1514844677.5177588,9500,0.0027428811881691217
1514846207.0171509,9600,0.0031375992111861706
1514847670.2068706,9700,0.0029500119853764772
1514849133.6710901,9800,0.0032392204739153385
1514850632.3376074,9900,0.0036613335832953453
1514852103.7413998,10000,0.003095107153058052
1514853570.0828013,10100,0.003396951127797365
1514855061.8619583,10200,0.0031661116518080235
1514856531.1977842,10300,0.003097159555181861
1514857989.5841463,10400,0.0029980381950736046
1514859476.7182522,10500,0.002571994671598077
1514860936.1400244,10600,0.003043409902602434
1514862404.1629152,10700,0.002656412310898304
1514863886.4019053,10800,0.0025131553411483765
1514865353.6619952,10900,0.0023358562029898167
1514866818.022835,11000,0.0030788194853812456
1514868312.467404,11100,0.0026288835797458887
1514869773.0469277,11200,0.00294411089271307
1514871238.8654435,11300,0.003411098849028349
1514872708.416324,11400,0.0031005293130874634
1514874135.255782,11500,0.002794638741761446
1514875563.1199436,11600,0.0026701579336076975
1514877018.4666152,11700,0.0029391958378255367
1514878449.52487,11800,0.0028095890302211046
1514879877.1429112,11900,0.002559310756623745
1514881332.81765,12000,0.0025791795924305916
1514882760.2154,12100,0.002739751012995839
1514884192.671024,12200,0.003151502227410674
1514885646.686955,12300,0.0023597991093993187
1514887073.7137353,12400,0.0023088823072612286
1514888499.7742252,12500,0.0025841975584626198
1514889960.1263387,12600,0.003078548703342676
1514891395.666601,12700,0.003216617042198777
1514892835.9667034,12800,0.0034411735832691193
1514894295.2565048,12900,0.0032062793616205454
1514895730.837002,13000,0.0023039630614221096
1514897164.7740574,13100,0.0027332352474331856
1514898603.6591847,13200,0.00308024394325912
1514900056.4872015,13300,0.002738145412877202
1514901494.9836133,13400,0.00256634084507823
1514902927.8730364,13500,0.0027672243304550648
1514904385.5807154,13600,0.002286976668983698
1514905817.2413778,13700,0.002402194309979677
1514907252.1412165,13800,0.0024455683305859566
1514908712.7973223,13900,0.0032624928280711174
1514910144.6193078,14000,0.0025598430074751377
1514911575.9831572,14100,0.0027007958851754665
1514913030.6084812,14200,0.0027633823920041323
1514914463.868947,14300,0.0021678307093679905
1514915891.0872574,14400,0.003131033154204488
1514917349.1771924,14500,0.002354186959564686
1514918773.4465818,14600,0.002525036223232746
1514920197.5498064,14700,0.002942620776593685
1514921651.859051,14800,0.002589189913123846
1514923089.0214887,14900,0.0025159339420497417
1514924524.0571785,15000,0.0025791022926568985
1514925987.4113324,15100,0.003187751630321145
1514927417.249848,15200,0.002610844559967518
1514928845.2153013,15300,0.0025905596558004618
1514930307.6668603,15400,0.0026993206702172756
1514931738.4053354,15500,0.0024038278497755527
1514933168.060052,15600,0.002504583913832903
1514934627.7625854,15700,0.0020832782611250877
1514936068.1284306,15800,0.0028128521516919136
1514937501.3216858,15900,0.002788653364405036
1514938964.5461528,16000,0.002666032174602151
1514940427.3404753,16100,0.002548735123127699
1514941901.5210145,16200,0.002853910205885768
1514943399.53759,16300,0.002338487422093749
1514944866.6577916,16400,0.0021980730816721916
1514946331.9466712,16500,0.0024316401686519384
1514947827.9588072,16600,0.0028845344204455614
1514949298.695936,16700,0.0022502231877297163
1514950767.6064517,16800,0.0018182569183409214
1514952265.194111,16900,0.0025422442704439163
1514953729.424821,17000,0.0024929840583354235
1514955190.9580264,17100,0.002494442043825984
1514956693.2609522,17200,0.0028517553582787514
