Wall time,Step,Value
1515710008.2609587,4400,0.05976076051592827
1515712974.1532629,4500,0.05915460363030434
1515716956.0750093,4600,0.04584875330328941
1515720015.928879,4700,0.055914655327796936
1515724135.2525463,4800,0.05246449634432793
1515727344.7800758,4900,0.05484559014439583
1515730562.5900176,5000,0.05025677755475044
1515734825.8715227,5100,0.04697366803884506
1515737981.7668629,5200,0.053217813372612
1515742259.0526178,5300,0.047747716307640076
1515745588.8658853,5400,0.04300270229578018
1515748928.4628963,5500,0.04791959375143051
1515753394.0578814,5600,0.05461117625236511
1515756765.7669268,5700,0.041437581181526184
1515761299.9353335,5800,0.04908085614442825
1515764695.9779456,5900,0.04849490150809288
1515768094.4612372,6000,0.05465284362435341
1515772765.3635302,6100,0.04115363955497742
1515776293.466942,6200,0.04477494955062866
1515781350.7291706,6300,0.04833289235830307
1515785150.975198,6400,0.05154241621494293
1515790020.645924,6500,0.041447076946496964
1515793553.488684,6600,0.046478237956762314
1515797104.5640051,6700,0.047914858907461166
