Wall time,Step,Value
1509404927.889809,6400,0.4097371995449066
1509408235.1882622,6500,0.35690930485725403
1509412776.6718113,6600,0.33393606543540955
1509416210.8560863,6700,0.369219571352005
1509420821.4539208,6800,0.3515198528766632
1509424292.0460098,6900,0.38986319303512573
1509427751.6470504,7000,0.31057000160217285
1509432553.082753,7100,0.3327873647212982
1509436204.5709684,7200,0.3483549654483795
1509441085.4757557,7300,0.3169851005077362
1509444748.6354475,7400,0.39757633209228516
1509448410.8581033,7500,0.3606705665588379
1509453333.722541,7600,0.3208504319190979
1509457007.4501903,7700,0.3609960377216339
1509461979.9737759,7800,0.32039037346839905
1509465716.4724483,7900,0.2997240126132965
1509469434.423166,8000,0.3530624806880951
1509474517.3826551,8100,0.3147422671318054
1509478318.4132717,8200,0.3298497498035431
1509483470.33731,8300,0.30942589044570923
1509487354.3543808,8400,0.2765163481235504
1509492583.221946,8500,0.30807217955589294
1509496537.0967262,8600,0.35785937309265137
1509500487.9385197,8700,0.34830406308174133
